movieId,imdbId,tmdbId,title,genres,languages
63,116126,10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,English|Spanish
64,118002,19760.0,Two if by Sea (1996),Comedy|Romance,English
65,115683,9536.0,Bio-Dome (1996),Comedy,English
66,116839,11525.0,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,English
68,113149,4482.0,French Twist (Gazon maudit) (1995),Comedy|Romance,French|Spanish
69,113118,10634.0,Friday (1995),Comedy,English
70,116367,755.0,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,English|Spanish
71,113010,11859.0,Fair Game (1995),Action,English|Russian
72,113537,28387.0,Kicking and Screaming (1995),Comedy|Drama,English
73,113828,48750.0,"Misérables, Les (1995)",Drama|War,French|German|English
74,115644,20927.0,Bed of Roses (1996),Drama|Romance,English
75,115676,36929.0,Big Bully (1996),Comedy|Drama,English
76,114367,9102.0,Screamers (1995),Action|Sci-Fi|Thriller,English
77,113973,124626.0,Nico Icon (1995),Documentary,English|German
78,112744,27526.0,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,English
79,116731,9623.0,"Juror, The (1996)",Drama|Thriller,English
80,112445,46785.0,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,Persian
81,114660,400.0,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,English
82,112379,880.0,Antonia's Line (Antonia) (1995),Comedy|Drama,Dutch
83,114039,146599.0,Once Upon a Time... When We Were Colored (1995),Drama|Romance,English
85,112365,8447.0,Angels and Insects (1995),Drama|Romance,English
86,118158,10534.0,White Squall (1996),Action|Adventure|Drama,English|Danish|Spanish
87,116151,17414.0,Dunston Checks In (1996),Children|Comedy,English|French
88,115697,13997.0,Black Sheep (1996),Comedy,English
89,113972,2086.0,Nick of Time (1995),Action|Thriller,English
92,117002,9095.0,Mary Reilly (1996),Drama|Horror|Thriller,English
93,114825,12158.0,Vampire in Brooklyn (1995),Comedy|Horror|Romance,English
94,115639,9283.0,Beautiful Girls (1996),Comedy|Drama|Romance,English
95,115759,9208.0,Broken Arrow (1996),Action|Adventure|Thriller,English
96,113403,40154.0,In the Bleak Midwinter (1995),Comedy|Drama,English
97,113247,406.0,"Hate (Haine, La) (1995)",Crime|Drama,French
99,113283,63076.0,Heidi Fleiss: Hollywood Madam (1995),Documentary,English
100,115907,11062.0,City Hall (1996),Drama|Thriller,English
101,115734,13685.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,English|Spanish
102,117102,47475.0,Mr. Wrong (1996),Comedy,English
103,118040,2045.0,Unforgettable (1996),Mystery|Sci-Fi|Thriller,English|Spanish
104,116483,9614.0,Happy Gilmore (1996),Comedy,English
105,112579,688.0,"Bridges of Madison County, The (1995)",Drama|Romance,English
106,110251,11907.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,German
107,117110,10874.0,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,English
108,112646,89333.0,Catwalk (1996),Documentary,English
110,112573,197.0,Braveheart (1995),Action|Drama|War,English|French|Latin|Scottish Gaelic|Italian
111,75314,103.0,Taxi Driver (1976),Crime|Drama|Thriller,English|Spanish
112,113326,33542.0,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Cantonese|English
113,115645,43566.0,Before and After (1996),Drama|Mystery,English
116,112373,51352.0,Anne Frank Remembered (1995),Documentary,English
117,115033,16934.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama,English
118,116606,10324.0,If Lucy Fell (1996),Comedy|Romance,English
119,114536,78406.0,"Steal Big, Steal Little (1995)",Comedy,English
121,106473,32119.0,"Boys of St. Vincent, The (1992)",Drama,English
122,103859,11066.0,Boomerang (1992),Comedy|Romance,English|French
123,109424,11104.0,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,Cantonese|English|Japanese|Hindi|Mandarin
125,116324,2074.0,Flirting With Disaster (1996),Comedy,English
126,110647,27793.0,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,English
128,110217,290157.0,Jupiter's Wife (1994),Documentary,English
129,114131,110972.0,Pie in the Sky (1996),Comedy|Romance,English
132,113451,11863.0,Jade (1995),Thriller,English
135,116130,9101.0,Down Periscope (1996),Comedy,English
137,113756,5757.0,Man of the Year (1995),Documentary,English|Yiddish
140,118055,9302.0,Up Close and Personal (1996),Drama|Romance,English
141,115685,11000.0,"Birdcage, The (1996)",Comedy,English
144,112585,16388.0,"Brothers McMullen, The (1995)",Comedy,English
145,112442,9737.0,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,English
146,112342,30765.0,"Amazing Panda Adventure, The (1995)",Adventure|Children,English
147,112461,10474.0,"Basketball Diaries, The (1995)",Drama,English
148,112427,22279.0,"Awfully Big Adventure, An (1995)",Drama,English
149,109093,30157.0,Amateur (1994),Crime|Drama|Thriller,English
150,112384,568.0,Apollo 13 (1995),Adventure|Drama|IMAX,English
151,114287,11780.0,Rob Roy (1995),Action|Drama|Romance|War,English
152,112288,34996.0,"Addiction, The (1995)",Drama|Horror,English
153,112462,414.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,English
154,61395,649.0,Beauty of the Day (Belle de jour) (1967),Drama,French|Spanish|Mongolian
155,112495,1873.0,Beyond Rangoon (1995),Adventure|Drama|War,English
156,112541,5894.0,Blue in the Face (1995),Comedy|Drama,English
157,109370,1775.0,Canadian Bacon (1995),Comedy|War,English
158,112642,8839.0,Casper (1995),Adventure|Children,English
159,112688,20649.0,Clockers (1995),Crime|Drama|Mystery,English
160,112715,10329.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi,English|American Sign Language
161,112740,8963.0,Crimson Tide (1995),Drama|Thriller|War,English
162,109508,26564.0,Crumb (1994),Documentary,English
163,112851,8068.0,Desperado (1995),Action|Romance|Western,English|Spanish
164,112857,8512.0,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,English
165,112864,1572.0,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,English|German|Romanian
166,112887,13552.0,"Doom Generation, The (1995)",Comedy|Crime|Drama,English
168,113071,6520.0,First Knight (1995),Action|Drama|Romance,English
169,113114,9073.0,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,English|Malay|Indonesian
170,113243,10428.0,Hackers (1995),Action|Adventure|Crime|Thriller,English|Italian|Japanese|Russian
171,113464,17447.0,Jeffrey (1995),Comedy|Drama,English
172,113481,9886.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,English|Japanese
173,113492,9482.0,Judge Dredd (1995),Action|Crime|Sci-Fi,English
174,113500,19326.0,Jury Duty (1995),Comedy,English
175,113540,9344.0,Kids (1995),Drama,English
176,113677,9071.0,Living in Oblivion (1995),Comedy,English
177,113690,8973.0,Lord of Illusions (1995),Horror,English
178,107447,15730.0,Love & Human Remains (1993),Comedy|Drama,English
179,113729,47608.0,Mad Love (1995),Drama|Romance,English
180,113749,2293.0,Mallrats (1995),Comedy|Romance,English
181,113820,9070.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,English
183,110604,48787.0,Mute Witness (1994),Comedy|Horror|Thriller,English|Russian
184,110620,34574.0,Nadja (1994),Drama,English
185,113957,1642.0,"Net, The (1995)",Action|Crime|Thriller,English|Spanish
186,113986,11472.0,Nine Months (1995),Comedy|Romance,English|Russian
187,114095,36196.0,Party Girl (1995),Comedy,English
188,114194,11980.0,"Prophecy, The (1995)",Fantasy|Horror|Mystery,English
189,114241,58372.0,Reckless (1995),Comedy|Fantasy,English
190,114323,32646.0,Safe (1995),Thriller,English|Spanish
191,114345,10533.0,"Scarlet Letter, The (1995)",Drama|Romance,English
193,114436,10802.0,Showgirls (1995),Drama,English
194,114478,10149.0,Smoke (1995),Comedy|Drama,English
195,114496,18402.0,Something to Talk About (1995),Comedy|Drama|Romance,English
196,114508,9348.0,Species (1995),Horror|Sci-Fi,English
198,114558,281.0,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,English
199,58450,5967.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,French|English
201,114663,47939.0,Three Wishes (1995),Drama|Fantasy,English
202,114702,36834.0,Total Eclipse (1995),Drama|Romance,English
203,114682,9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,English|French|Italian
204,114781,3512.0,Under Siege 2: Dark Territory (1995),Action,English
205,114798,52856.0,Unstrung Heroes (1995),Comedy|Drama,English
206,114805,77350.0,Unzipped (1995),Documentary,English|French
207,114887,9560.0,"Walk in the Clouds, A (1995)",Drama|Romance,English
208,114898,9804.0,Waterworld (1995),Action|Adventure|Sci-Fi,English
209,114928,31611.0,White Man's Burden (1995),Drama,English
210,114938,65796.0,Wild Bill (1995),Western,English|Sioux|Cantonese
211,109340,49805.0,"Browning Version, The (1994)",Drama,English
212,112602,26258.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,English
213,111579,50797.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Russian|French
214,110882,19155.0,Before the Rain (Pred dozhdot) (1994),Drama|War,Macedonian|English|Albanian|French
215,112471,76.0,Before Sunrise (1995),Drama|Romance,English|German|French
216,112508,11017.0,Billy Madison (1995),Comedy,English|French|Spanish
217,112438,37141.0,"Babysitter, The (1995)",Drama|Thriller,English
218,112571,9382.0,Boys on the Side (1995),Comedy|Drama,English
219,112757,6715.0,"Cure, The (1995)",Drama,English
220,112643,18256.0,Castle Freak (1995),Horror,English|Italian|Swedish
222,112679,22625.0,Circle of Friends (1995),Drama|Romance,English
223,109445,2292.0,Clerks (1994),Comedy,English
224,112883,1909.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,English|Spanish
225,109635,8984.0,Disclosure (1994),Drama|Thriller,English
227,109676,4954.0,Drop Zone (1994),Action|Thriller,English
228,112854,62488.0,Destiny Turns on the Radio (1995),Comedy,English
229,109579,10531.0,Death and the Maiden (1994),Drama|Thriller,English
230,109642,11929.0,Dolores Claiborne (1995),Drama|Thriller,English
231,109686,8467.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,English|Swedish|German
232,111797,10451.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,Mandarin|French
233,109759,20156.0,Exotica (1994),Drama,English|Hebrew
234,109758,18395.0,Exit to Eden (1994),Comedy,English
235,109707,522.0,Ed Wood (1994),Comedy|Drama,English
236,113117,397.0,French Kiss (1995),Action|Comedy|Romance,English|French
237,113097,10525.0,Forget Paris (1995),Comedy|Romance,English
238,113028,27985.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,English
239,113198,15789.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,English
240,113303,27303.0,Hideaway (1995),Thriller,English
241,113089,21183.0,Fluke (1995),Children|Drama,English
242,109771,10954.0,Farinelli: il castrato (1994),Drama|Musical,French|Italian
243,113199,47867.0,Gordy (1995),Children|Comedy|Fantasy,English
246,110057,14275.0,Hoop Dreams (1994),Documentary,English
247,110005,1024.0,Heavenly Creatures (1994),Crime|Drama,English|French
248,110066,17207.0,Houseguest (1994),Comedy,English
249,110116,13701.0,Immortal Beloved (1994),Drama|Romance,English
250,110006,14819.0,Heavyweights (Heavy Weights) (1995),Children|Comedy,English
251,113360,32631.0,"Hunted, The (1995)",Action,English|Japanese
252,110099,11777.0,I.Q. (1994),Comedy|Romance,English|German
253,110148,628.0,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,English|French
254,113463,87729.0,Jefferson in Paris (1995),Drama,English|French
255,110189,18713.0,"Jerky Boys, The (1995)",Comedy,English
256,110216,6280.0,Junior (1994),Comedy|Sci-Fi,English
257,113501,9061.0,Just Cause (1995),Mystery|Thriller,English
258,113538,37108.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,English
259,113552,6071.0,Kiss of Death (1995),Crime|Drama|Thriller,English
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,English
261,110367,9587.0,Little Women (1994),Drama,English|German|French
262,113670,19101.0,"Little Princess, A (1995)",Children|Drama,English|French
263,110296,49980.0,Ladybird Ladybird (1994),Drama,English
265,103994,18183.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Spanish|English
266,110322,4476.0,Legends of the Fall (1994),Drama|Romance|War|Western,English|Cornish
267,110443,11008.0,Major Payne (1995),Comedy,English|Vietnamese
269,107566,32325.0,My Crazy Life (Mi vida loca) (1993),Drama,English
270,110391,43742.0,Love Affair (1994),Drama|Romance,English
271,113691,28313.0,Losing Isaiah (1995),Drama,English
272,110428,11318.0,"Madness of King George, The (1994)",Comedy|Drama,English
273,109836,3036.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,English
274,113755,40490.0,Man of the House (1995),Comedy,English
275,110538,24070.0,Mixed Nuts (1994),Comedy,English
276,110516,8986.0,Milk Money (1994),Comedy|Romance,English
277,110527,10510.0,Miracle on 34th Street (1994),Drama,English|American Sign Language|Dutch|Italian|Russian|Swahili
278,113808,17402.0,Miami Rhapsody (1995),Comedy,English
279,113896,38722.0,My Family (1995),Drama,English|Spanish
280,113870,8438.0,Murder in the First (1995),Drama|Thriller,English
281,110684,11593.0,Nobody's Fool (1994),Comedy|Drama|Romance,English
282,110638,1945.0,Nell (1994),Drama,English
283,113967,39310.0,New Jersey Drive (1995),Crime|Drama,English
284,117169,109560.0,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,English
285,106402,56428.0,Beyond Bedlam (1993),Drama|Horror,English
287,110671,131957.0,Nina Takes a Lover (1994),Comedy|Romance,English
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller,English|Navajo|Japanese
289,110737,9058.0,Only You (1994),Comedy|Romance,English|Italian
290,110729,527.0,Once Were Warriors (1994),Crime|Drama,English|Maori|Spanish
291,114151,18220.0,Poison Ivy II (1996),Drama|Thriller,English
292,114069,6950.0,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,English|Korean|French
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,English|Italian|French
294,114113,63020.0,"Perez Family, The (1995)",Comedy|Romance,English
295,114210,2307.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,English
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,English|Spanish|French
298,105652,25296.0,Pushing Hands (Tui shou) (1992),Drama,Mandarin|English
299,110889,40156.0,Priest (1994),Drama,English
300,110932,11450.0,Quiz Show (1994),Drama,English
301,114129,30304.0,Picture Bride (Bijo photo) (1994),Drama|Romance,English|Japanese
302,110963,10452.0,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,French|Italian
303,114214,12106.0,"Quick and the Dead, The (1995)",Action|Thriller|Western,English|Spanish
304,114296,161495.0,Roommates (1995),Comedy|Drama,English
305,110907,3586.0,Ready to Wear (Pret-A-Porter) (1994),Comedy,English|French|Italian|Russian|Spanish
306,111495,110.0,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,French
307,108394,108.0,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,French|Romanian|Polish
308,111507,109.0,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Polish|French
310,114268,36357.0,Rent-a-Kid (1995),Comedy,English
311,110965,92769.0,Relative Fear (1994),Horror|Thriller,English
312,114571,28033.0,Stuart Saves His Family (1995),Comedy,English
313,111333,22586.0,"Swan Princess, The (1994)",Animation|Children,English
314,111112,14334.0,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,English|Irish
315,111255,2636.0,"Specialist, The (1994)",Action|Drama|Thriller,English
316,111282,2164.0,Stargate (1994),Action|Adventure|Sci-Fi,English|Norwegian|Swedish|Egyptian (Ancient)|Arabic
317,111070,11395.0,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,English|Spanish
318,111161,278.0,"Shawshank Redemption, The (1994)",Crime|Drama,English
319,111149,9905.0,Shallow Grave (1994),Comedy|Drama|Thriller,English
320,108260,87078.0,Suture (1993),Film-Noir|Thriller,English
321,106966,12527.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Spanish|English|French
322,114594,20306.0,Swimming with Sharks (1995),Comedy|Drama,English
324,111309,36614.0,"Sum of Us, The (1994)",Comedy|Drama,English
325,113936,27993.0,National Lampoon's Senior Trip (1995),Comedy,English
326,110081,31439.0,To Live (Huozhe) (1994),Drama,Mandarin
327,114614,9067.0,Tank Girl (1995),Action|Comedy|Sci-Fi,English
328,114608,9059.0,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,English
329,111280,193.0,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,English|Klingon
330,114609,25066.0,Tales from the Hood (1995),Action|Crime|Horror,English
331,111454,46797.0,Tom & Viv (1994),Drama,English
332,114852,12122.0,Village of the Damned (1995),Horror|Sci-Fi,English
333,114694,11381.0,Tommy Boy (1995),Comedy,English
334,111590,32636.0,Vanya on 42nd Street (1994),Drama,English
335,114788,36141.0,Underneath (1995),Mystery|Thriller,English
336,114888,95963.0,"Walking Dead, The (1995)",Drama|War,English
337,108550,1587.0,What's Eating Gilbert Grape (1993),Drama,English
338,114857,9271.0,Virtuosity (1995),Action|Sci-Fi|Thriller,English
339,114924,2064.0,While You Were Sleeping (1995),Comedy|Romance,English
340,111667,19855.0,"War, The (1994)",Adventure|Drama|War,English
341,109655,60855.0,Double Happiness (1994),Drama,English|Cantonese
342,110598,236.0,Muriel's Wedding (1994),Comedy,English
343,112435,48287.0,"Baby-Sitters Club, The (1995)",Children,English
344,109040,3049.0,Ace Ventura: Pet Detective (1994),Comedy,English
345,109045,2759.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,English|Filipino
346,106339,12635.0,Backbeat (1993),Drama|Musical,English|German|French|Russian
347,104779,10497.0,Bitter Moon (1992),Drama|Film-Noir|Romance,English|French
348,109348,11382.0,Bullets Over Broadway (1994),Comedy,English
349,109444,9331.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,English
350,109446,10731.0,"Client, The (1994)",Drama|Mystery|Thriller,English
351,109484,10464.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance,English
352,109504,34152.0,Crooklyn (1994),Comedy|Drama,English
353,109506,9495.0,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,English
354,109450,29973.0,Cobb (1994),Drama,English
355,109813,888.0,"Flintstones, The (1994)",Children|Comedy|Fantasy,English
356,109830,13.0,Forrest Gump (1994),Comedy|Drama|Romance|War,English
357,109831,712.0,Four Weddings and a Funeral (1994),Comedy|Romance,English|British Sign Language
358,113305,16295.0,Higher Learning (1995),Drama,English
359,110091,48992.0,I Like It Like That (1994),Comedy|Drama|Romance,English
360,110093,10879.0,I Love Trouble (1994),Action|Comedy,English
361,110167,10660.0,It Could Happen to You (1994),Comedy|Drama|Romance,English
362,110213,10714.0,"Jungle Book, The (1994)",Adventure|Children|Romance,English
363,107472,41647.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,German|English
364,110357,8587.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,English|Swahili|Xhosa|Zulu
365,107426,1689.0,Little Buddha (1993),Drama,English
366,111686,11596.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,English
367,110475,854.0,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,English|Swedish
368,110478,9359.0,Maverick (1994),Adventure|Comedy|Western,English
369,110588,23333.0,Mrs. Parker and the Vicious Circle (1994),Drama,English
370,110622,36593.0,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,English
371,110771,12280.0,"Paper, The (1994)",Comedy|Drama,English
372,110950,2788.0,Reality Bites (1994),Comedy|Drama|Romance,English
373,105226,10427.0,Red Rock West (1992),Thriller,English
374,110989,11011.0,Richie Rich (1994),Children|Comedy,English|Latin
376,110997,8987.0,"River Wild, The (1994)",Action|Thriller,English|American Sign Language
377,111257,1637.0,Speed (1994),Action|Romance|Thriller,English
378,111256,15128.0,Speechless (1994),Comedy|Romance,English
379,111438,8831.0,Timecop (1994),Action|Sci-Fi|Thriller,English
380,111503,36955.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,English|French|Arabic|German
381,111693,10449.0,When a Man Loves a Woman (1994),Drama|Romance,English|Vietnamese
382,111742,10395.0,Wolf (1994),Drama|Horror|Romance|Thriller,English|Spanish
383,111756,12160.0,Wyatt Earp (1994),Western,English|Spanish
384,112443,40480.0,Bad Company (1995),Action|Crime|Drama,English
385,110455,52038.0,"Man of No Importance, A (1994)",Drama,English
386,111048,29444.0,S.F.W. (1994),Drama,English
387,110399,26352.0,"Low Down Dirty Shame, A (1994)",Action|Comedy,English
388,112570,39953.0,Boys Life (1995),Drama,English
389,109454,41580.0,"Colonel Chabert, Le (1994)",Drama|Romance|War,French
390,59170,315.0,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,English
391,110186,22067.0,Jason's Lyric (1994),Crime|Drama,English
393,111301,11667.0,Street Fighter (1994),Action|Adventure|Fantasy,English|Japanese|Esperanto
405,110027,8011.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,English
406,109785,171857.0,Federal Hill (1994),Drama,English
407,113409,2654.0,In the Mouth of Madness (1995),Horror|Thriller,English
408,109021,18069.0,8 Seconds (1994),Drama,English
409,109035,19092.0,Above the Rim (1994),Crime|Drama,English
410,106220,2758.0,Addams Family Values (1993),Children|Comedy|Fantasy,English
412,106226,10436.0,"Age of Innocence, The (1993)",Drama,English|Italian
413,109068,13595.0,Airheads (1994),Comedy,English
414,109067,46094.0,"Air Up There, The (1994)",Comedy,English
415,106292,9409.0,Another Stakeout (1993),Comedy|Thriller,English
416,109198,11853.0,Bad Girls (1994),Western,English|Spanish
417,109219,16771.0,Barcelona (1994),Comedy|Romance,English|Spanish
418,106379,46924.0,Being Human (1993),Drama,English|Scottish Gaelic
419,106400,11041.0,"Beverly Hillbillies, The (1993)",Comedy,English
420,109254,306.0,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,English
421,109279,14522.0,Black Beauty (1994),Adventure|Children|Drama,English
422,109297,26203.0,Blink (1994),Thriller,English
423,109303,178.0,Blown Away (1994),Action|Thriller,English|Irish
424,109305,19819.0,Blue Chips (1994),Drama,English
425,109306,57834.0,Blue Sky (1994),Drama|Romance,English|French
426,106452,4722.0,Body Snatchers (1993),Horror|Sci-Fi|Thriller,English
427,106471,18215.0,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,English
428,106489,1607.0,"Bronx Tale, A (1993)",Drama,English|Italian
429,109361,26391.0,Cabin Boy (1994),Comedy,English
430,106505,117553.0,Calendar Girl (1993),Comedy|Drama,English
431,106519,6075.0,Carlito's Way (1993),Crime|Drama,English|Spanish
432,109439,11310.0,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,English
433,109443,18658.0,Clean Slate (1994),Comedy,English
434,106582,9350.0,Cliffhanger (1993),Action|Adventure|Thriller,English
435,106598,9612.0,Coneheads (1993),Comedy|Sci-Fi,English
436,109456,2124.0,Color of Night (1994),Drama|Thriller,English
437,109480,26261.0,Cops and Robbersons (1994),Comedy,English
438,109493,19176.0,"Cowboy Way, The (1994)",Action|Comedy|Drama,English
