,moveId,original_title,collectionId,release_date,backdrop_path,poster_path
14,15,Cutthroat Island,,1995-12-22,/qzH1yszhgTlT64tS24yBDPGaeHq.jpg,/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg
15,16,Casino,,1995-11-22,/eP41pD4YfyVOjdpEaTmoNrL9DGx.jpg,/jC0dqpkRMwh3A1X2PHahTxOaLbp.jpg
16,17,Sense and Sensibility,,1995-12-13,/ocn3pLKJjYmXIP2331pUNC33f5M.jpg,/1ryNXjmwdCTqLXxXCG9BGvZyMOH.jpg
17,18,Four Rooms,,1995-12-09,/3EqYpbGCE9S5GddU2K4cYzP5UmI.jpg,/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg
18,19,Ace Ventura: When Nature Calls,3167.0,1995-11-10,/qFYwztFX1gx9PZLnTEokQw5q04G.jpg,/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg
19,20,Money Train,,1995-11-21,/dBavxNhbNZ8uJU9avHrqCCEKuii.jpg,/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg
20,21,Get Shorty,91698.0,1995-10-20,/g1BfxcnplYEveGqS1ttfhdRBgbR.jpg,/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg
21,22,Copycat,,1995-10-27,/gE1DHa82NZVb9B2Lx2cLNz43Iwd.jpg,/80czeJGSoik22fhtUM9WzyjUU4r.jpg
22,23,Assassins,,1995-10-06,/5OGlGPKphapyntNprVaoxF04Ccm.jpg,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg
23,24,Powder,,1995-10-27,/rJ5SMe5OkLG0PMETSVjrTX3bsmc.jpg,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg
24,25,Leaving Las Vegas,,1995-10-27,/2gJDuPxrZBns5ab47HQbyU2l6Im.jpg,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg
25,26,Othello,,1995-12-15,/1Bx7LaWenFDoCrQCy83jAHY5T4z.jpg,/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg
26,27,Now and Then,,1995-10-20,/dthtFNHGLgo360zpRKhKOWgZrRe.jpg,/1Jc7lM4mwDHBjnlBds5wcbyaFJi.jpg
27,28,Persuasion,,1995-09-27,/51Uv236KylBQUElJ0PTV2vzgmdK.jpg,/si8911IezMvAnQFDvyg1nKzDlD.jpg
28,29,La Cité des Enfants Perdus,,1995-05-16,/sVJKC83CDSrsNdfwyceTUJewbKV.jpg,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg
29,30,摇啊摇，摇到外婆桥,,1995-04-30,/n78lIMVBMhZT7nMvEwxUcgGaPkh.jpg,/qcoOCoN7viOhboGwhYXyApdDuiq.jpg
30,31,Dangerous Minds,,1995-08-11,/ah39cSwqSgloyIhl6wuMk4bOhbN.jpg,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg
31,32,Twelve Monkeys,,1995-12-29,/6KXbhaxkgExC5EdDqAzRinhmoZ8.jpg,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg
32,34,Babe,9435.0,1995-07-18,/67jzzA7YqDTR5qIUhAH32cvkf53.jpg,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg
33,36,Dead Man Walking,,1995-12-29,/f6WMgACY6VQnGpz9L4eQ3hkfcJE.jpg,/jAuo0Buh8wSOrAnUoiwrJIuOs0q.jpg
34,38,It Takes Two,,1995-11-17,/5Pok9TVLoAp72PIFcoDbACcCBA9.jpg,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg
35,39,Clueless,,1995-07-19,/pmE7AXRn2X0PVVHvcZ5uvxJfN2R.jpg,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg
36,40,Cry- the Beloved Country,,1995-12-15,/v8QIF0xj5xp0D3P1gMaVi7lFYPD.jpg,/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg
37,41,Richard III,,1995-12-29,/uCGFpcWrZSoSOJyzH5ag5m4svf5.jpg,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg
38,42,Dead Presidents,,1995-10-06,/9BKQyHkIHW4K7JvmtZB3Ty3aPv2.jpg,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg
39,43,Restoration,,1995-12-29,/wOcv9K3iZ3sB9XuS9goXGT3cjfR.jpg,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg
40,44,Mortal Kombat,9818.0,1995-08-18,/mOIvM0pQA7J9I0Caai0zTPxnE3f.jpg,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg
41,45,To Die For,,1995-09-22,/gx5X7KK3Uw2A81xuYxP4yXKHTkZ.jpg,/zCREx8trzejNieDLUsRuwLU0cS3.jpg
42,46,How to Make an American Quilt,,1995-10-06,/9Jos0a1BIZMoaBbgObnHHugFGdF.jpg,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg
43,47,Se7en,,1995-09-22,/A0WKbRIojF9DUWG4XLCmg5JK6I5.jpg,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg
44,48,Pocahontas,136214.0,1995-06-14,/dm6NraLaLOCvGfzYPl7puMvvxfr.jpg,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg
45,49,When Night Is Falling,,1995-05-05,/sY5CvNawlE9De3bMALQ2M3bUj8B.jpg,/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg
46,50,The Usual Suspects,,1995-07-19,/c7e3nH3wtSBDrHRB63onrGptl6D.jpg,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg
47,52,Mighty Aphrodite,,1995-09-13,/6awFSncszExdpyJcPzMeuNj2MI6.jpg,/m0MZabFBNtMuFn3oNcq45M1Jws3.jpg
48,53,Lamerica,,1994-01-01,/lsX2VN11LJ2MOBptQQQLuJACRqt.jpg,/pnoaKYhIhFxdtpdvtuPqQlwTG5X.jpg
49,54,The Big Green,,1995-09-29,/3hK5hUiBRsqBbrBItaEVtJ0mFm5.jpg,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg
50,55,Georgia,,1995-05-19,/3GYEt6EICZDmCbBTHnZJa4TD0JJ.jpg,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
51,57,Home for the Holidays,,1995-11-02,/d9UBz6c39l5tTSC0Dwjg5HrdrwN.jpg,/a8MslR6deQQVe8JR542XDSwHiPB.jpg
52,58,Il postino,,1994-09-22,/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg,/zqK1rE4gpDvEn612HeJF4EnoYCG.jpg
53,60,The Indian in the Cupboard,,1995-07-14,/ubZ8SVRM9tk06SSPfzXiIhLjo4S.jpg,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg
54,61,Eye for an Eye,,1996-01-12,/38SsR0ABVpvg7tYuXBlzQuXVGni.jpg,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
55,62,Mr. Holland's Opus,,1995-12-29,/dSzM2GF3pSttyxAv4pi1xxFWQ9w.jpg,/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,,1996-01-12,/qYIag7ACS9todyiWyYQVG2PL0Iv.jpg,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg
57,64,Two If by Sea,,1996-01-12,/fbQFAziY814Xhk0KPVfy9VL4396.jpg,/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg
58,65,Bio-Dome,,1996-01-12,/qgGwZFb5Vwua90TgJI03Dvwgd7a.jpg,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg
59,66,Lawnmower Man 2: Beyond Cyberspace,124935.0,1996-01-12,/lm18OwMdkW34dbuU2x6CFEub3ar.jpg,/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
60,68,Gazon maudit,,1995-02-08,/8M1725YmmdYRnzj1E81rk0o68Pe.jpg,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg
61,69,Friday,43563.0,1995-04-26,/isWyP4jWmcCHjUcanVwGBDwVSsA.jpg,/z76scMklBnEC91CFqHcvqrS5coO.jpg
62,70,From Dusk Till Dawn,10924.0,1996-01-19,/3kPTAFgx2BftDOexBe41k8kqSRD.jpg,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg
63,71,Fair Game,,1995-11-03,/x7olteFm31lU0Bfh24gnYfMnxsU.jpg,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg
64,72,Kicking and Screaming,,1995-10-06,/f61rupdBeqLxl0S6tOcA2asuyxH.jpg,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg
65,73,Les misérables,,1995-03-22,/dOl26y7ZgoLOXMdkpdk7CF8EWuZ.jpg,/ePJCk8puXx28CtvpSpmezpwfVt8.jpg
66,74,Bed of Roses,,1996-01-26,/mKIdUYEUinlj92R6uEGdzeiAZ7I.jpg,/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg
67,75,Big Bully,,1996-01-26,/3F0uWe1vjqwshmcbh1iqtEdK6Bu.jpg,/wtFekK9VKWujQW9R9c6sYbir6wm.jpg
68,76,Screamers,122017.0,1995-09-08,/20KLnZRdsO0ia279VB6LdqGQ8QR.jpg,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg
69,77,Nico Icon,,1995-02-18,/71MweF7afO241k7CCpeSDPh3noZ.jpg,/tuIDKBp92R4tGFOB46MofvakfiY.jpg
70,78,The Crossing Guard,,1995-11-15,/5f52cZjCdE5BTFaoKzvnayhhD3j.jpg,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg
71,79,The Juror,,1996-02-02,/5zuDFMpk1zdHemAu0xMySI4nFx1.jpg,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg
72,80,بادکنک سفید,,1995-02-02,/jRLhcuyTPgcaCzrTKVTVrFDWrYo.jpg,/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg
73,81,Things to Do in Denver When You're Dead,,1995-12-01,/5iCxKe3zEPnrc1Y0R0m0YnFdaBO.jpg,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg
74,82,Antonia,,1995-09-12,/wJZM1W4pJHP5EhpeSKS37JX5rr3.jpg,/9UJF0JZAqUXWALywncpvpeepXo6.jpg
75,83,Once Upon a Time... When We Were Colored,,1996-01-26,,/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg
76,85,Angels and Insects,,1995-09-10,/afhweHfy44yWbAMWxZ6vg9hq8B9.jpg,/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg
77,86,White Squall,,1996-02-02,/g007k6BkEvbWjGMb8UYTOG85Ium.jpg,/3a5nomeyzJF4gG26HouCtce99ki.jpg
78,87,Dunston Checks In,,1996-01-12,/dpiciyrHsu9BchmC4x8PoCfubre.jpg,/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg
79,88,Black Sheep,,1996-02-01,/5e520E5E3gO3EbDqhHZ9PVstAHk.jpg,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg
80,89,Nick of Time,,1995-11-22,/ccBkUeSqxnHduFrTTTjJEoi4OkC.jpg,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg
81,92,Mary Reilly,,1996-02-23,/mErnrp6gxgSw7eYVnuos3k8EkWf.jpg,/Oesh4pN5J2ing4flkgkiVdxILP.jpg
82,93,Vampire in Brooklyn,,1995-10-26,/iPjz3w5J8BY56aZSnAhUQ72BavC.jpg,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg
83,94,Beautiful Girls,,1996-02-09,/5VfgNZJvJ6FcwF3PPQbpUIzILkQ.jpg,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg
84,95,Broken Arrow,,1996-02-09,/pi0Z4gmbvwl6j7tKbwMj8elSzzT.jpg,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg
85,96,In the Bleak Midwinter,,1995-12-01,/aIj2uPKXpGViZ4YUhVnfB1J0oi9.jpg,/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg
86,97,La Haine,,1995-05-31,/t52ImvH020yOvoEhH6sRzC6XoCj.jpg,/jTzBED0leGPwWDqNewye11qzJgd.jpg
87,99,Heidi Fleiss: Hollywood Madam,,1995-12-27,,/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg
88,100,City Hall,,1996-02-16,/pyopmpNMW3mTBz0ZqInyGYDEgb6.jpg,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg
89,101,Bottle Rocket,,1996-02-21,/9iD7ExWV9KvIawioDI0ALyjxKtT.jpg,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg
90,102,Mr. Wrong,,1996-02-16,/erx8f0naEnBc4J9DqtkNtRK1bfI.jpg,/8oZW1loLEczN1BU60YobsJJFdSR.jpg
91,103,Unforgettable,,1996-02-23,/bvHbQelrzd7vL9zPeqs3IwQxjzN.jpg,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg
92,104,Happy Gilmore,,1996-02-16,/z5qwh317CANMZO7KMPAEepwxlyq.jpg,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
93,105,The Bridges of Madison County,,1995-05-28,/jansnSUSVM8ujoFCUfFrygyNSba.jpg,/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
94,106,Keiner liebt mich,,1994-11-07,,/lnfMQ6K2EgJpn2JZTadnaufiwiR.jpg
95,107,Muppet Treasure Island,256377.0,1996-02-16,/op3mNFDlXLZBgLDyxTiM9fU1neo.jpg,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg
96,108,Catwalk,,1995-12-08,,/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg
97,110,Braveheart,,1995-05-24,/7A3uAcB6KAScHcFw0giptE1mhAZ.jpg,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg
98,111,Taxi Driver,,1976-02-07,/hjmJKAVoZ3n2KWbKgasbfdugwhu.jpg,/ekstpH614fwDX8DUln1a2Opz0N8.jpg
99,112,紅番區,,1995-01-30,/rGeVEsRDVvlMBN7fmOKhNW2GtWy.jpg,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg
100,113,Before and After,,1996-02-23,/mnmYNA05niLp0Gb75UTIUvs8emo.jpg,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg
101,116,Anne Frank Remembered,,1995-06-08,/nBKHv9ODiG8TOQgpwGo0AUc01En.jpg,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg
102,117,The Young Poisoner's Handbook,,1995-01-20,/6SEhdWiCpHAB3xbR4TzdiceQ8je.jpg,/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg
103,118,If Lucy Fell,,1996-03-08,/6crD8dK4O7VnhuAp1PqskOLtoi9.jpg,/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg
104,119,Steal Big Steal Little,,1995-09-29,/ynsu2On9HybzcIDuPS7lteB5xjS.jpg,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg
105,121,The Boys of St. Vincent,519910.0,1992-12-06,/ezUo2d7wmUXUDBsOVXDEc9eOxR0.jpg,/lqUDQqisW5CpkxTPJXvWXCsZgdk.jpg
106,122,Boomerang,,1992-06-30,/jIh2qW2sz7ewmNgvMqUz6aHaa6Q.jpg,/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
107,123,重慶森林,,1994-07-14,/i4m14DMv0JG4AOH6sP7Pes87A9x.jpg,/fsudYlZ4bpXimQ34DwH8nf4R77p.jpg
108,125,Flirting with Disaster,,1996-03-22,/zsWJLoAIoOYiuTsQgiDbmLgcHRq.jpg,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg
109,126,The NeverEnding Story III,91430.0,1994-10-26,/qJSluTZn0roCJ6EaxFo52w8OUVO.jpg,/qWvj3Ls7PQtz5L1eZpfoj5058Yz.jpg
110,128,Jupiter's Wife,,1995-01-01,,/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg
111,129,Pie in the Sky,,1996-02-09,,/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
112,132,Jade,,1995-10-13,/vr1pq6Mjvh1rwOXb3H8SH62GT0C.jpg,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg
113,135,Down Periscope,,1996-03-01,/kKI12z62i28fgXYG5LoMLh4e3PP.jpg,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg
114,137,Man of the Year,,1995-09-15,/2xIcekmx43S0M6Zovdd4bPfHN8e.jpg,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg
115,140,Up Close & Personal,,1996-03-01,/lSqopM66LR4utpdcpGXE4jTghui.jpg,/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
116,141,The Birdcage,,1996-03-08,/hU7YAbnf49QLnvxs30aCgGgSb9T.jpg,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg
117,144,The Brothers McMullen,,1995-08-09,/y7YENq9ZbQIdBFcFGVphKuq8t41.jpg,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg
118,145,Bad Boys,14890.0,1995-04-07,/2jNSXfITbGYxxWLJOLTh9eAx3y8.jpg,/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
119,146,The Amazing Panda Adventure,,1995-08-25,,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg
120,147,The Basketball Diaries,,1995-04-21,/k66qUqJM7H2AXr7Iz94J3mQXigy.jpg,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg
121,148,An Awfully Big Adventure,,1995-07-21,/fsoDQR3ykL8b79eVVEv21vMvUce.jpg,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg
122,149,Amateur,,1994-08-05,/x3eLbGCxBHZj8cs8Unx39Hi1lG7.jpg,/lZHBvDFavIfOx8gD4iqY701jF98.jpg
123,150,Apollo 13,,1995-06-30,/dvpU3CJxKCfr1XBOzeMcztgDyO3.jpg,/7ksHQG9qbEyPBBTAe8NfJVAipmJ.jpg
124,151,Rob Roy,,1995-04-13,/eC08o03fmEodTnn4JZlqJqR3IXQ.jpg,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg
125,152,The Addiction,,1995-01-10,/wXJAMyI543CdRGcmqpCCaV0dNzz.jpg,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg
126,153,Batman Forever,120794.0,1995-06-16,/rI67zGyNZKa7ef8iiZN1lSJT7mp.jpg,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg
127,154,Belle de jour,,1967-05-24,/9qSeVaJGjG3qW4ki31DVEsvh2yf.jpg,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg
128,155,Beyond Rangoon,,1995-05-24,/gi8eGsDUkLVB2OZlS8AG3YRTSKa.jpg,/aVYw8aQs9599aWzoSswQvgNoCat.jpg
129,156,Blue in the Face,439053.0,1995-09-15,/3gMl7dmHbA3SwnCbLeIUMKjdLy9.jpg,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg
130,157,Canadian Bacon,,1995-06-08,/hKSl1t9edqr1bCQVAN6Ik2Bh1wv.jpg,/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
131,158,Casper,8819.0,1995-05-26,/w4w8CTEe4isWO2TzDSQ3MV3br9l.jpg,/1WeumvndgPE3hopKQqXbCKO26oH.jpg
132,159,Clockers,,1995-09-15,/cDtWJyPKdeZCDk0dZX2t61y3r0b.jpg,/c79uqLJleho2a7OQayfrW5Ypphf.jpg
133,160,Congo,,1995-06-09,/74G2n8hyooZfORLjh6oGtFjGBPk.jpg,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg
134,161,Crimson Tide,,1995-05-12,/27RVxku4mEr4fHW5oUu5KtSLO9D.jpg,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg
135,162,Crumb,,1994-09-10,/jF06R8RAWLlpI7lADkJ4MPzFck1.jpg,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg
136,163,Desperado,9649.0,1995-08-25,/wA3qqVezyktBj92nTVXU7tYd1iG.jpg,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg
137,164,Devil in a Blue Dress,,1995-09-15,/slqA55Dx7qmO73kH2pAyF2HWi7W.jpg,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg
138,165,Die Hard: With a Vengeance,1570.0,1995-05-19,/aJCEQFFXNcfg5YneJzTG15qzxF7.jpg,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg
139,166,The Doom Generation,259398.0,1995-10-27,/33qfoqP8tgB0AcgDGyloXQUfWIf.jpg,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg
140,168,First Knight,,1995-07-07,/wKOoD7RvfJOIW13tQWYV7cMzzn0.jpg,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg
141,169,Free Willy 2 - The Adventure Home,9328.0,1995-07-19,/vdAvXHSrzzLli220pbXEbTUGT6a.jpg,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg
142,170,Hackers,,1995-09-14,/pxxJtHZB6peCwC1H5cbq25VXJ8b.jpg,/hNjxJbejPHSmKVidHQ9ZHaC0Z7r.jpg
143,171,Jeffrey,,1995-08-18,/r2bFvokTTe2TcVs1AGgtg99ukqt.jpg,/imrDwqsDpufHtoewyCgJUvAD4L0.jpg
144,172,Johnny Mnemonic,,1995-05-26,/vNsGZPwf45rA3BrXEu8TVRwSqKF.jpg,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg
145,173,Judge Dredd,,1995-06-30,/mSZADd1N0wWkkNJmwcpYAq93bke.jpg,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg
146,174,Jury Duty,,1995-04-12,/344cRptIiOi0lwxBv7VzpHVLLUC.jpg,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg
147,175,Kids,,1995-07-28,/c6TjV0i5NzUV4MF8N5wxBW7NcrW.jpg,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg
148,176,Living in Oblivion,,1995-07-21,/5jDCpQNTgKhCbe2YHbo7Iox472k.jpg,/uUjch4q7tMFSx6cGEvkW7kKz4o6.jpg
149,177,Lord of Illusions,,1995-08-25,/oyiIM1QuTq3DHBLxJbCauH07lbe.jpg,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg
150,178,Love & Human Remains,,1993-05-20,/z40fZxif0agJhcbbLG3CglJbxKR.jpg,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg
151,179,Mad Love,,1995-05-26,/jqpoLQofdrrMf1On3OkDLmo9NIO.jpg,/yLq2bns665GyK5UcMXKUJmItm7F.jpg
152,180,Mallrats,,1995-10-20,/pYOg7Ds6auGHUGQIEr5uoYl36Ph.jpg,/4saVIltqkhq9is5NmD7N87Q40M.jpg
153,181,Mighty Morphin Power Rangers: The Movie,286162.0,1995-06-30,/5HvNSQYyY4FEAcwInXRS29Tqz2W.jpg,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg
154,183,Mute Witness,,1995-09-28,/8j0YCM8I01mvXNWN5lRlCTJsz0x.jpg,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg
155,184,Nadja,,1994-09-13,/bQBTw0rkkCROFzLKlkGz8CaeG4W.jpg,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg
156,185,The Net,328073.0,1995-07-28,/uBqa8nPu3HUtfSHtWqo7VhYG0Uc.jpg,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg
157,186,Nine Months,,1995-07-12,/q1EJHHcvi9ywsPFjEUY1dYcR8Yx.jpg,/l6HWwhtqmowlNqWYln011WTTm35.jpg
158,187,Party Girl,,1995-06-09,/a5lRIMyTi6wq4YUWXHCeHc3rbY4.jpg,/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg
159,188,The Prophecy,9068.0,1995-09-01,/9YXfkP3NnOAUACiCQvI56L2D2YM.jpg,/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg
160,189,Reckless,,1995-11-17,,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg
161,190,Safe,,1995-06-23,/1h5bmySkJUxNK0LuTnSIQJe03R8.jpg,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg
162,191,The Scarlet Letter,,1995-10-13,/z73xb3xgb1BGdpGsDfycIf4Yii3.jpg,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg
163,193,Showgirls,247294.0,1995-09-22,/vtBsfwJBktS8XPp4Zjd2vwIudus.jpg,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg
164,194,Smoke,439053.0,1995-06-09,/6Yb9jgSzXbOLGIdw5Ab3VeY98DG.jpg,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg
165,195,Something to Talk About,,1995-08-04,/dPnCIWwmfhPmS1CuELkimzqcTzK.jpg,/p9qioRaQblGXemFRQSwo8TpikVJ.jpg
166,196,Species,9887.0,1995-07-07,/3dWSyYEdcmvNjzwIPy4sPHjdJpw.jpg,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg
167,198,Strange Days,,1995-10-13,/scRw6gAoO3CfgQnZjHCh2ZgU4Z1.jpg,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg
168,199,Les parapluies de Cherbourg,,1964-02-19,/uAjSPEyn2JZhw1TP75TJ43URRYf.jpg,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg
