,collection_ids,collection_name,collection_poster_path,collection_backdrop_path,collection_movie_ids,collection_movie_titles,collection_movie_backdrop_paths,collection_movie_poster_paths,collection_movie_release_dates,collection_movie_popularities
0,106498,Dungeons & Dragons Collection,/tb70wYUa474fdfZSPj8CH6Ua6F9.jpg,/kyZAh3lWmoJDguS54XxKrRUpaZF.jpg,11849|9288|135858,Dungeons & Dragons|Dungeons & Dragons: Wrath of the Dragon God|Dungeons & Dragons: The Book of Vile Darkness,/dlpc4YSNhc9SgFpbyhOHDYQof46.jpg|/2ziyZnf5Qwl4KddHwtuyql8oy84.jpg|/nG4wfCXBULSOlk9wgyr14oerPBV.jpg,/hHoMqCagqwnahAvwkzCOp6MPMWC.jpg|/m05AJbnlQdJjRcRyedXN7EPxtz0.jpg|/thLd3eMzbRTjcCbal9j7x2WumPa.jpg,2000-12-08|2005-01-01|2012-08-08,8.907|4.458|3.115
1,534531,Prancer Collection,,,24951|51210,Prancer|Prancer Returns,/44NCtACvtuUwuysdxuFWwvklWRN.jpg|/dbT8WfWTOE6Z4LXtFiLfcRGmBWN.jpg,/6O6dER0X2lGIXREpdVkHGyuRWzI.jpg|/pxTBOcboAMuL1GplmRLOwDB5dUU.jpg,1989-11-17|2001-11-20,7.965|1.571
2,124934,Alligator Collection,/5XOOxT9Lt8tIRahE5judKxjUjNE.jpg,/mzp3TmdWME3umvFnfYkOJn80aRN.jpg,33518|40800,Alligator|Alligator 2 - The Mutation,/qMVM1NZvj70UPLGKYh22uSjY2OH.jpg|/oyAYzoO5YwEhAm3rdkaWIlnuUyV.jpg,/xGdzbwVDnTu3WwOtrFjI8qDfoLU.jpg|/nnrkSj3mc5v4UkZCN7J6yo6mkwn.jpg,1980-07-02|1991-12-18,6.162|3.452
3,124935,The Lawnmower Man Collection,/slBKrKBbL1g3KURphhAYIyOOH0G.jpg,/id05z92s8Pwc2wbR9YAKngGqOyP.jpg,10163|11525,The Lawnmower Man|Lawnmower Man 2: Beyond Cyberspace,/fXCoMFPV7PSwNBZb02SPRFRp7T4.jpg|/lm18OwMdkW34dbuU2x6CFEub3ar.jpg,/3tWLM3zMyh3KZOactn8mfjHml05.jpg|/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,1992-03-05|1996-01-12,8.595|5.157
4,86024,Legally Blonde Collection,/kupFjC97HLSqG5CX47NsTJNEyAs.jpg,/aabPyPAA6E8hJ7tUipwunr3Itzb.jpg,8835|10327|16985|528320,"Legally Blonde|Legally Blonde 2: Red, White & Blonde|Legally Blondes|Legally Blonde 3",,/1gAnkZNAd3HqgWL7aqSOQFwt7D1.jpg|/wECfNeNPTO5stVguJZ4lWYzd3J6.jpg|/wZnEw0avASZwBWcJo5F1pdJnmO2.jpg|/MuPHnpDazGDPJAm0s9fORE7xBY.jpg,2001-07-13|2003-07-02|2009-04-28|2020-02-14,12.828|12.884|7.441|0.6
5,10,Star Wars Collection,/iTQHKziZy9pAAY4hHEDCGPaOvFC.jpg,/d8duYyyC9J5T825Hg7grmaabfxQ.jpg,11|1891|1892|1893|1894|1895|140607|181812|181808|330459|348350,Star Wars|The Empire Strikes Back|Return of the Jedi|Star Wars: Episode I - The Phantom Menace|Star Wars: Episode II - Attack of the Clones|Star Wars: Episode III - Revenge of the Sith|Star Wars: The Force Awakens|Star Wars: Episode IX|Star Wars: The Last Jedi|Rogue One: A Star Wars Story|Solo: A Star Wars Story,/4iJfYYoQzZcONB9hNzg0J0wWyPH.jpg|/amYkOxCwHiVTFKendcIW0rSrRlU.jpg|/koE7aMeR2ATivI18mCbscLsI0Nm.jpg|/v6lRzOActebITc9rizhNAdwQR1O.jpg|/1Slt26IGf2XHqv8xjEJ7LMZqCYb.jpg|/wUYTfFbfPiZC6Lcyt1nonr69ZmK.jpg|/njv65RTipNSTozFLuF85jL0bcQe.jpg|/pMBxLKnRlLfRFaiBMFEDw2olp1B.jpg|/5Iw7zQTHVRBOYpA0V6z0yypOPZh.jpg|/tZjVVIYXACV4IIIhXeIM59ytqwS.jpg|/5DUqFLgkLsJxyqPCAcgTivZy2SX.jpg,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg|/9SKDSFbaM6LuGqG1aPWN3wYGEyD.jpg|/lrJWyjOVjPhghl4KyAMtOepAxs.jpg|/n8V09dDc02KsSN6Q4hC2BX6hN8X.jpg|/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg|/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg|/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg|/yVYTFvIiKyr6vsrPw3o5C6t2eoL.jpg|/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg|/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg|/3IGbjc5ZC5yxim5W0sFING2kdcz.jpg,1977-05-25|1980-05-20|1983-05-23|1999-05-19|2002-05-15|2005-05-17|2015-12-15|2019-12-18|2017-12-13|2016-12-14|2018-05-15,35.724|17.877|14.111|12.909|13.148|12.265|33.944|8.035|37.167|14.896|42.942
6,86027,Aladdin Collection,/9jAbtLbAbebtuF5q1gZIPUCuegd.jpg,/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg,812|15969|11238,Aladdin|The Return of Jafar|Aladdin and the King of Thieves,/oZN5w508NSlrmcMql1wohhsQGIg.jpg|/w1Okw5778jLM5cv3gLCCf6zRDSo.jpg|/gDGV6FtkoFIM0hSsDxeUq6wD391.jpg,/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg|/sC4wDVBMPMxmn5JJqPalMOhQ35U.jpg|/f6cwFA76j6aaRu1KOQ8bBYfSlLx.jpg,1992-11-25|1994-12-15|1996-05-20,21.81|14.567|12.836
7,86028,The Nutty Professor Collection,/a6zC38ID7EyAflo8tsPDP4IE0Mt.jpg,/mW1NQFOSCwwgk03SpcpwiQEL2Lo.jpg,9327|12107,The Nutty Professor|Nutty Professor II: The Klumps,/84GOgNlshhXbrEzriQkDLdIWFvM.jpg|/uVqG76HuDLQMl2SXsEiOSHZpeZZ.jpg,/rwAixULX9OJUu9kdDUBFZpLmLk1.jpg|/r1WXXXtpNBsgCnCTdjT6ERxOcEV.jpg,1996-06-26|2000-07-27,10.52|8.824
8,86029,Charlie's Angels Collection,/jBKUntSuSUfxTXI8XWABpdWmWEt.jpg,/syWm5FMScW6JHaCM2C9aduCzUtp.jpg,4327|9471,Charlie's Angels|Charlie's Angels: Full Throttle,/AfXk5IqMZuznjjvEkrQuzQ9A5U6.jpg|/4KJKnwBxflXdfp1qmLEFI9CDYHy.jpg,/eBzf9d09Vgq2HSVC4fIZm1QNQd.jpg|/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg,2000-11-02|2003-06-27,11.572|10.926
9,135179,Sin City Collection,/7QwUclJOsZrd8vGO4rX8PHEhJSX.jpg,/qs200GlvLNIQKUns6AIeLcJWtPT.jpg,187|189,Sin City|Sin City: A Dame to Kill For,/my81Hjt7NpZhaMX9bHi4wVhFy0v.jpg|/khzRw7ZDE3NIrYpe0RYyB864FPT.jpg,/vKJVGOKPyWqp9d2EX5NH1liqRqR.jpg|/k80qKrJ0qQ6ocVo5N932stNSg6j.jpg,2005-04-01|2014-08-20,16.873|22.97
10,280588,Horrible Bosses Collection,/zU3dVVBa3JW1nQVUsaFM0BeTnK.jpg,/kGvdIEuzy0rHnbIJ0qmnIjRGSKW.jpg,51540|227159,Horrible Bosses|Horrible Bosses 2,/1iVZJmeHW8MVMq7xlaHgLSv6qrc.jpg|/7OluTl9LoaMDZ2MVdrFVuU2os09.jpg,/17rVRW7ond0PR2KJHY0xY00isTB.jpg|/3ZFxaLTzJBGRCShCiImC8IPccEA.jpg,2011-07-08|2014-11-26,16.169|14.105
11,421904,Batman (DC Universe Animated) Collection,/4fDffWkGuIt62GQVAUTUgRoZxT2.jpg,/feOIJaQTUDaPRgt3g9U5xQhJPoq.jpg,21683|14919|15805|408648|40662,Batman: Mystery of the Batwoman|Batman: Mask of the Phantasm|Batman & Mr. Freeze: SubZero|Batman and Harley Quinn|Batman: Under the Red Hood,/l4FaAhS0fThHyBifKkPEJefhq0K.jpg|/jTwt4fcYADv758PVP6DH8ryy4R.jpg|/yGipWTfWvrMR0sotpypKQeFUzIu.jpg|/2JVnUtyUKbQm165cXUF9r5iVPDo.jpg|/hkguTOGQ4MkjHyd5g4rR6i4MDck.jpg,/3l2ArPFKXKQIwPOFm0keIkyjwqH.jpg|/l4jaQjkgznu2Rz05X18f24UjPNW.jpg|/6Leq7SqNEuCNVr3fiykDVWf6Z8g.jpg|/uVdxoD9kn28qC8VQiVA6Uif1QHl.jpg|/78kjgspmLLOm2Glgpzqo9cS4GpI.jpg,2003-10-21|1993-12-25|1998-03-17|2017-08-14|2010-07-27,8.369|8.41|7.653|11.203|9.909
12,192532,Dead or Alive Collection,/pkZCiGxwgFPlVwu5TOdo6KQLhVT.jpg,,11315|13899|36222,DEAD OR ALIVE 犯罪者|DEAD OR ALIVE 2　逃亡者|Dead or Alive: Final,/2PO8QCiFmAxLaQzOs7S32mKpadu.jpg|/A3tjBaNRXJkuvj3nkiS3EDm9dWO.jpg|/hgDMg6mwQHwwaLmMf4YS2onMCOR.jpg,/vi9QoC9P0h2194dQD6xt8O73vwL.jpg|/qpb58R0uU5tywNfdd577jIfSUbK.jpg|/8ed4g88lJ5mpx98g4hT3AB7oGhF.jpg,1999-11-27|2000-12-02|2002-01-12,3.377|2.751|1.878
13,518165,Deep Blue Sea Collection,/n0UkMnBLww2n3Zmb4Q6CUPYsu6x.jpg,/3Az3DXFG5MvtcSvRNvRyuqRC4Jr.jpg,8914|492336,Deep Blue Sea|Deep Blue Sea 2,/adGAeyRgc7jQyXaBFyQGWGCrdJo.jpg|/5UKLqsKJIhouJPVr8AQSTuh7S4n.jpg,/r386y8YpePXoS7P4jHWZRTF36Zb.jpg|/xqjAHXMJLORx9vVsCTJ6ZPJcr3D.jpg,1999-07-28|2018-04-17,11.585|14.826
14,124950,American Graffiti Collection,/nXbscwjttQTQ5OWskK7TSi5CSpH.jpg,/fkQH8aHqLpdDYXyCXdqRgYOhsoN.jpg,838|33258,American Graffiti|More American Graffiti,/u2fwkirPOiYzmYgtGbInPQtpQo0.jpg|/fK8uSaGhfXrjLER8obkd4810Lqk.jpg,/xq8MFYQ6MLZ65mFpweqV6mCs39k.jpg|/12CnvoAZ5erer9xXfguaXZo0BSS.jpg,1973-08-01|1979-08-03,9.855|4.093
15,124951,Mannequin Collection,/tHUiRPu9PmsgDEa4j22fjWHjFkW.jpg,/qNRyB22N3Y6aGii099by5I51KDJ.jpg,10019|34376,Mannequin|Mannequin Two: On the Move,/qxxZBo0HwXAIrRm45UnA3eAI2Uw.jpg|/4OiSN1FjXA2FhpXmegM6lV24Anu.jpg,/y65yXUmG8F8VUsgGvds9POBlqV1.jpg|/z6teD70HPptwH1HwVsIRPvVHF4G.jpg,1987-02-13|1991-05-17,8.789|5.925
16,124949,Almighty Collection,/v8fLc8oQxLJw4pYrE0arjLQiwhl.jpg,/qKuR7BpBLTcISNWgxKQmXnYYJFX.jpg,310|2698,Bruce Almighty|Evan Almighty,/bhEudqWbWsiEBdnl0kCIwFp5Hay.jpg|/iCGCyi0pFOXN4i8zwOsWBGppsim.jpg,/y5TEe8Qbgn91dwqVm9FqE2PEL4Q.jpg|/mtIjd19s4eOSkUm9P9iDVY35TsQ.jpg,2003-05-23|2007-06-09,25.725|11.578
17,432151,Daffy Duck Movie Collection,,,23521|80607,Daffy Duck's Quackbusters|Daffy Duck's Movie: Fantastic Island,/9nn7QhM2dZXDoogYzFqJcs9S1fG.jpg|/oShmrY6t3zgv6fvOxAVnJOF7SI7.jpg,/kJOHa1wuKDX18tKhK6BL4dMkGHr.jpg|/yPN53XgYcP8aZeqacO7b31PI8u2.jpg,1988-09-24|1983-08-05,2.137|4.689
18,477208,DC Super Hero Girls Collection,/b1M7g86QmjLJ2x0OEvKrPwBNGDH.jpg,/v4xTvGC8ycLqncW2oScpP59vkUt.jpg,401650|403333|452931|513730,DC Super Hero Girls: Hero of the Year|DC Super Hero Girls: Super Hero High|DC Super Hero Girls: Intergalactic Games|DC Super Hero Girls: Legends of Atlantis,/l1m2xQRjR2FmVsJUFdyhalHhjjY.jpg|/dEwh1uSn5J4OAopKpjoyvEQnxI3.jpg|/yCT7tnMSE4qSsgAmek7egYfvEm5.jpg|/jnrVh3T8ZIHUPyoOZaJPHCeqYN.jpg,/jDixhOwE3MszqEdZ87464mMaESB.jpg|/3tvIUvuQiICROpoft9jpFFFPfCX.jpg|/9BkNrjD9fAlp0lo9Kw8Ky4qcnKq.jpg|/6KT5oqjul7QQTmxpAmUK8WCigUx.jpg,2016-08-09|2016-03-19|2017-05-09|2018-07-22,1.96|2.185|4.445|6.268
19,251937,A Haunted House Collection,/ycm511kfyzVVjRU70nxtAGjAPbQ.jpg,/5NTJZ571646mTziTOGt0jnq7uKe.jpg,184345|139038,A Haunted House 2|A Haunted House,/y5UpNboiQsSCCvTzU4POdyBL5pn.jpg|/AbgdeWvmTv3UI2zknDWzKiuFwrU.jpg,/2c9utC3RGiw5NrqB72YIbp00uiF.jpg|/e2PehlDPj2WEeEuMVJZTOyTnZZZ.jpg,2014-04-17|2013-01-11,7.017|8.177
20,497697,Bright Collection,/zB3xqZ2zGYtDYY6Lunq6EV4CPGw.jpg,/c9SfVHOtBQizXDUPBedQWgAjnx0.jpg,400106|497696,Bright|Bright 2,,,2017-12-22|,15.088|0.6
21,86055,Men In Black Collection,/rWcgZaoJ0nxTFRn0H6w9bdtoDUI.jpg,/xKz6YaOvmnIJQ3MYIpnaa7FBaAB.jpg,607|608|41154,Men in Black|Men in Black II|Men in Black 3,/agCihVGrXk3hmmwMIgsn2ao1eEa.jpg|/cITp4EM8HEKrlhXDEeGNy2IB8D9.jpg|/mhokitPCejvcZb0r3SHURZDp7OO.jpg,/f24UVKq3UiQWLqGWdqjwkzgB8j8.jpg|/qWjRfBwr4VculczswwojXgoU0mq.jpg|/l9hrvXyGq19f6jPRZhSVRibTMwW.jpg,1997-07-02|2002-07-03|2012-05-23,28.703|31.342|14.7
22,14377,Death Wish Collection,/50cBWql6XEosx6ApJOJiAnqWbvN.jpg,/3D9PHIymjl9RmXx5zl28VyUMnlj.jpg,13939|14373|24873|26263|34746,Death Wish|Death Wish II|Death Wish 3|Death Wish 4: The Crackdown|Death Wish V: The Face of Death,/kIPE9R2pEOl6SpZN2IzUe0eG3ut.jpg|/tunPGpLoGhECru6pxVEaQsn9Ffj.jpg|/6Cmb6GTZWrGSnB56fcQx26gi0io.jpg|/6hEJavVyTyrMmD81yFnyhdqSshe.jpg|/xXtPHkNeKaLLKHF09lPo8uVySim.jpg,/n0MJPBLSCtt7DBYZGFsOfQkZCWt.jpg|/cD0RZPk8IE1FiJphsKdlBxnTzRt.jpg|/ike0J7zLCOzfxgBfXExFObM5UYc.jpg|/8yVdLJa5ywqwNAKU1nmUtDJlx8b.jpg|/mWLBf0aSW9CPZcBvTEVglGlx3QT.jpg,1974-07-24|1982-02-20|1985-11-01|1987-06-11|1994-01-14,7.588|8.229|7.932|6.101|6.243
23,86058,Dirty Dancing Collection,/gkrOvdbCFuGlxVwCYmczw7aw6Ku.jpg,/qR6POAKwCL8VwuK8ZjSAdRRFNj9.jpg,88|10677,Dirty Dancing|Dirty Dancing: Havana Nights,/ngDmpFRzNGr9XMtKchhBZjt4DLH.jpg|/rbELiIEbwhIelgTV1BemiTe5KNk.jpg,/jFoktPxTtabZfh9JeDy3F78g9w7.jpg|/nuUKcfRYjifwjIJPN1J6kIGcSvD.jpg,1987-08-21|2004-02-27,14.671|7.001
24,188458,Trilogy of Terror Collection,/902guxiZSBjJfCNPc0lC8Rd1j9r.jpg,/uocSoHqQbbt1S5Zo93Vb03l5JU3.jpg,38783|45875,Trilogy of Terror|Trilogy of Terror II,/jWVBdzuiMK4he0Pz2CJiTlDm0dc.jpg|/gzdBi4XoJolYu7vCELYiAiNDGR0.jpg,/2t2TJz5cIVQuzQsQWFZFNYfuFnm.jpg|/5QFPqKCyYMIKvujRIJzFJ5LlwNs.jpg,1975-03-04|1996-10-30,3.253|1.304
25,122922,In the Name of the King Collection,/kxqvnKbKX2MW2xfeGAGvlFSECSj.jpg,/rJaHFKkYvtnjjJ58L9W5KgYxA6w.jpg,2312|80410|252360,In the Name of the King: A Dungeon Siege Tale|In the Name of the King 2: Two Worlds|In the Name of the King III,/u14b6vdFieOm9OXGa49c7n5gmQS.jpg|/bT8LlrXnvQoRoIDOAkHkJeRphqo.jpg|/mvPeIWXsB5Y7X1H4piLoJZoBdKS.jpg,/bbN1lmDk1PT0GsTFCy179sk5nIF.jpg|/nFH0lhU5NwWAlaYpcYEZXssKw2e.jpg|/7MzoR1KibSeIa3XKkREoKGpE7Ca.jpg,2007-11-29|2011-11-03|2013-12-27,8.981|4.933|4.238
26,198697,Immaturi Collection,/7U4vDNOhToXPNEAeOTHUvHI6EfY.jpg,/yR8juZr6zvMynmdKw3vVOFEPhNK.jpg,56909|85041,Immaturi|Immaturi - Il viaggio,/15OkP9GTdbnrxQDgdrUZvsp3Kbc.jpg|/12oxVNEVxaB0iZ9dNtyxiV1OW6v.jpg,/rCCWjMh1Y57dLF6qgmff6fbfg2J.jpg|/jfgXzDpbXrqBOjg9N1B2elbTmoM.jpg,2011-01-21|2012-01-04,5.775|4.92
27,43055,Conan the Barbarian Collection,/vguM8mJmArTn9ePTm8fK0Ryt7EI.jpg,/lGhx5lQiPJ79piSrXHgN5pSmJjh.jpg,9387|9610|37430,Conan the Barbarian|Conan the Destroyer|Conan the Barbarian,/nvMjK1uiIN5PDHwA6BF7ij8SUFB.jpg|/aoHrTDANGQ05ygmLX49OXhTn9jA.jpg|/381rd4LVvy6AkSB9tqHNu81ftyR.jpg,/9siMCK6u0TtgDVtCJQGKRQAnAqA.jpg|/wLIpIZ0KBopuAsvPBQRSGNjjFVT.jpg|/fQ0lcaOpn2WozSnL5hfAhH6tYOA.jpg,1982-04-02|1984-06-29|2011-08-17,10.757|9.442|12.034
28,167985,Richie Rich Collection,,,11011|73961,Ri¢hie Ri¢h|Richie Rich's Christmas Wish,/3VK2JEWBN4ZJNKtIkr7QadI8pV4.jpg|/tx56p2gFQ2XocKuIJbucBHIAiTs.jpg,/hbNmaqJcjg4ChZ5vvfQpNzizoiR.jpg|/dELsdRZDsIvMwVkayiYZszk6V3P.jpg,1994-12-19|1998-11-03,7.422|1.943
29,43058,Homeward Bound Collection,/4S9WMNUJFzxKOjcoS1mGrKFfygI.jpg,,6878|25059,Homeward Bound: The Incredible Journey|Homeward Bound II: Lost in San Francisco,/xBodl3B2IvBHQYMjn0WwtrYuxLl.jpg|/a1c9rYLgKdhzIGfxPQGsXD1k1SL.jpg,/iYoBxNDgL37iuJGJNQpg8kQwA2u.jpg|/6oFXtbLt9IyoK6rdvdt0ccF6hGP.jpg,1993-02-03|1996-03-08,9.53|10.962
30,86066,Despicable Me Collection,/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg,/37xamYKRUGCRux532lKcZdVGYuR.jpg,20352|93456|324852|519182,Despicable Me|Despicable Me 2|Despicable Me 3|Despicable Me 4,,,2010-07-08|2013-06-25|2017-06-15|,24.104|31.196|14.706|1.164
31,507956,Terms of Endearment Collection,/mSQGmUz0jbe6rGxjUsm5Ee4PPVb.jpg,,11050|30285,Terms of Endearment|The Evening Star,/8jOZrHAbHmMtcZOhFeJDtwzylRs.jpg|/9qu0OF45gslLPWsLsti7I4e5p0G.jpg,/6CRrKmRs3SIgHGeCXZKH7P9ol1b.jpg|/8BTGJFPN5m8NyUszxQl4IwMZnLc.jpg,1983-11-20|1996-12-25,7.676|3.63
32,309300,The Trip Collection,/6ATyIyUbtgI0napk5lFxh6lQTgF.jpg,,63578|242088|426264,The Trip|The Trip to Italy|The Trip to Spain,/zeH0k49MaWUwrwIygnMe5ZQu2j3.jpg|/gP9M5lA7CjXaFnr9mwPVdkZL1QK.jpg|/6q1QRvsbgWJR1y23IscRPOZ83Bt.jpg,/9oQs9SwYu3GQD3mafbDskufKmTM.jpg|/oqmQdPom1KJKh4sYTrISV5qFAzK.jpg|/74RSdBGWdtbdClQ2NGJeTTyO7fq.jpg,2010-09-01|2014-04-24|2017-08-31,5.03|5.963|6.978
33,43064,Speed Collection,/nK6q8iJYl39vVq8vmwR78CUDQp0.jpg,/75mSNcKIkfZSjXDgytC8UFe6vBl.jpg,1639|1637,Speed 2: Cruise Control|Speed,/1Z9wB1nXqbAknnI0vVs6ceUF5tJ.jpg|/pGVpDc6MgLRtOYdxsA5fhj1SZki.jpg,/iHktqeAGoJpENiiuXfsXaHmhr7D.jpg|/u5ZqizbcZ0RZhVqmu8lSU4SARBT.jpg,1997-06-13|1994-06-09,11.019|13.842
34,43066,Teen Wolf Collection,/eeMpaaRa8y6ZVjlAdqmZlF1iIOn.jpg,/n48aLnG4NpTWpu1PXxxgFMYlbCM.jpg,11824|15582,Teen Wolf|Teen Wolf Too,/kKzJg9y0DtUTn3CGktEj4Y55ZGm.jpg|/p3mSqCHahxPwXZ21BjRQ8yek4Uy.jpg,/3TKJbKNpHvRP8YVnwbgfok41AAC.jpg|/1YFTOfqWhlTQzWy0TPYF4XRGo7Y.jpg,1985-08-23|1987-11-20,8.512|5.601
35,92222,Breakin' Collection,/dMyUiGhcCE467A3sfYBg5sJQ7PA.jpg,/q5zhNf6vS9NZN5QW9Zx251qrtlt.jpg,15259|17464,Breakin'|Breakin' 2: Electric Boogaloo,/nbEtwN5QdyutIgLpnvukXQXfLFO.jpg|/1NHcoLRLnWjvA5ruH8t3QMPaxlX.jpg,/sweS1eEkQCkVnlnddK84glRUE2N.jpg|/lJM6ihKdiVAJs3bbQ3JJjVwg1wC.jpg,1984-01-10|1984-12-21,4.497|4.435
36,163902,RED Collection,/d9T3DkXxDahif4eXPzrH28yayaL.jpg,/7OsWpRJowfXdZ610iKiBA7FzaD6.jpg,39514|146216,RED|RED 2,/1TFEtFxD1M9OvMGlGcSAR5Pg53I.jpg|/iOkkgY4byK8MBoF3Mexybu22J1I.jpg,/q2mwTRKrq1etP9S4SZVDIJq0wI2.jpg|/dvWITvEzlq8IaUbxUuBVKvXqfo6.jpg,2010-10-13|2013-07-18,21.216|12.156
37,43072,The Mask Collection,/pl2vNt9XlxITTgm8wCQ2Y6ThkpT.jpg,/ucDNm5TJW1ji7kIjnX2SZYm7ATM.jpg,10214|854,Son of the Mask|The Mask,/nGBzfYq31oJdmVkcwgex0GkFemS.jpg|/oYVf9gqxZduttG6HW2Qo4ZUxLWW.jpg,/x0vfTsgoSM96YCouqsOXgP6klX9.jpg|/v8x8p441l1Bep8p82pAG6rduBoK.jpg,2005-02-18|1994-07-29,10.83|28.178
38,550977,The Little Rascals Collection,/bULOyao9HXfs5oLQ8N6HpE8Jiu4.jpg,/t0eMvM330ZFppuYBAWj72bEJaMy.jpg,260535|10897,The Little Rascals Save the Day|The Little Rascals,/skjisxMo1NGbTMASWj2RHRd6owt.jpg|/yJVSn0DrkxZQJ1nD5Hgy8ygidyj.jpg,/5lbdeQiOIv2voQIYnyXeUF1zrIS.jpg|/9B0t7TJxmkktGd0OBQWyXCP9dW.jpg,2014-03-25|1994-08-05,2.407|8.689
39,122945,The Legend Collection,/KDZVL3UVBPHpp3STKcZvOhWz25.jpg,/xF0U7VuuKFG2W301UhtkmaWuRVu.jpg,17653|17811,方世玉|方世玉II,/pXOPV5ehk3DjfbovFR0UOsFtVfW.jpg|/kxKYYUM96eX41KckWyLlZOXOvFB.jpg,/kPzrNuHBQ8NGJHGaAYTG8GrGpvx.jpg|/yzXdIOjjZ5dk8bPMQ8BdghPxoiN.jpg,1993-03-04|1993-07-30,7.651|4.094
40,86083,Grease Collection,/rYy6EBjcCh9jwcfxhyUZFLFiG84.jpg,/95ASlSlkBSILVLrZA69P0OdniP5.jpg,621|9037,Grease|Grease 2,/93wqWj6izOulKuONZ7rG7WxEjEe.jpg|/i2fTDqSrrq6cHKI3xZWQxV5uemG.jpg,/iMHdFTrCYhue74sBnXkdO39AJ3R.jpg|/lTjDMtgfXb2bUrg80h2lJbvJMwW.jpg,1978-07-07|1982-06-11,20.733|7.055
41,122947,Omega Code Series,,,29064|30379,The Omega Code|Megiddo: The Omega Code 2,/c9So0989uxUYT4M4gl6ZEXYj2Yi.jpg|/5MU26f9iK6B9pRpvmptX8RUz5BK.jpg,/pw6IyFeuFXbxKecKq5dX8pB1uxs.jpg|/shYTkxdjkQbEsdfhwGl43NpABZB.jpg,1999-10-15|2001-09-07,2.044|1.187
42,251970,The Protector Collection,/pa2IOz6zLpivXUKaaiQn1kxfZW1.jpg,/wPN8ZJ2ykqpYQfIpere20Lp8XDp.jpg,8982|110552,ต้มยำกุ้ง|ต้มยำกุ้ง 2,/iHxw595q8u34LKmVkdjn3cB0QVd.jpg|/8sbVEvJ8Pr8jEzXCUjMZAlN9pB5.jpg,/wgipNtPvjzqqilVMKxZWIFKyGF5.jpg|/hRQyXyzLUkkRRihT1tS9eLsl7eL.jpg,2005-08-11|2013-10-23,9.809|9.254
43,241729,Alpha and Omega Collection,/mAY1IkH0IoaETKlPu7t7Qj0agbp.jpg,/234TMV6vkkQZgYMJ2fOc1Gx1QeK.jpg,12819|227425|258096|294512|353430|397127|424105|459165,Alpha and Omega|Alpha and Omega 2: A Howl-iday Adventure|Alpha and Omega 3: The Great Wolf Games|Alpha and Omega: The Legend of the Saw Tooth Cave|Alpha and Omega 5: Family Vacation|Alpha and Omega: Dino Digs|Alpha and Omega: The Big Fureeze|Alpha & Omega: Journey to Bear Kingdom,,/5PQ6nm5uktqiCLF2YydlQ8SXOvE.jpg|/8vaczP6J1JudrR2s8bOk4rWGBO9.jpg|/gy2hBmB5FrFYSTeo7Sk2rxqGwdu.jpg|/7Zsc6ruXalHbj8iTlgTU4KW09Ve.jpg|/cLCkfzMQGXzf0CGEDojUmgLGaJ0.jpg|/AeMbbUsEV8c9KKXte4ru60uII3C.jpg|/hDyRA2qPS9iR2elCxjOsQFnGYGs.jpg|/7rS7thHbCPE2tuNf324tUQnVIAQ.jpg,2010-09-17|2013-10-08|2014-03-25|2014-07-21|2015-08-04|2016-05-10|2016-11-08|2017-05-19,8.186|3.844|1.938|1.984|1.424|0.932|1.235|1.4
44,436295,Surf's Up Collection,/7h8x4evTAlErpv7OQwCLpS0KLXm.jpg,/tkoEC5mLB1lyGiIejCRgulYaeLf.jpg,9408|411840,Surf's Up|Surf's Up 2 - WaveMania,/v6cvZfSAiUjvFVCCiaPNaZLA7gk.jpg|/am0HLptKPN8u1Ttgs9f6xvLxCZh.jpg,/2Car4vWVDenBIMhfCjBvAHzameI.jpg|/w9UDvjElSaGd2bI5eA7hfSRf1jb.jpg,2007-06-08|2017-01-17,9.945|6.395
45,122952,Vampire Hunter D Collection,/5UdXAnvJllxdahtfIImbCcsJO54.jpg,/6BBMiJGgaWJJ023lcfn9cHyWvCM.jpg,9463|15999,バンパイアハンターD|吸血鬼ハンターD ブラッドラスト,/rTWrUDq1191PE6iZBnmWB0sCUek.jpg|/gpSH2Mfj55EldgbfFja27ZBYZkS.jpg,/k7uOoGUk1JiN3gfKefUj2kP3Vu6.jpg|/Aq2bGpoXowUfqWhp6aRMlmYuj2F.jpg,1985-12-21|2000-08-25,7.911|8.718
46,510027,Call Me by Your Name Collection,,,398818|500276,Call Me by Your Name|Call Me by Your Name Sequel,,/nPTjj6ZfBXXBwOhd7iUy6tyuKWt.jpg|/zHWoPrPjCukF8KztBuhE0ARaqfO.jpg,2017-09-01|,16.304|1.414
